0, 0, 6.175461424746661, [0.03628327 0.49655068 0.71843824 0.77338378 0.76508008 0.87662988
 0.26690756 0.02570961 0.73087941 0.90489962 0.2244008  0.03201381
 0.32150916 0.97308998]
0, 1, 6.078889491465262, [0.3906306  0.16031501 0.33476751 0.33658213 0.19333762 0.82018723
 0.04896676 0.96090184 0.78315482 0.58644841 0.23847333 0.02084832
 0.83650248 0.90901489]
0, 2, 6.047990444409418, [0.17644152 0.66699892 0.15323273 0.69112624 0.93843445 0.64383393
 0.3147285  0.99847128 0.79653172 0.82244637 0.2329897  0.07575763
 0.88716455 0.05337483]
0, 3, 5.9853834257865905, [0.18535752 0.73681728 0.216208   0.24477067 0.33930443 0.90507843
 0.56098773 0.66635378 0.93470769 0.7667361  0.93483147 0.32249935
 0.79142458 0.07409246]
0, 4, 5.944423681164979, [0.53031093 0.58038631 0.35886666 0.71610934 0.50354166 0.46020946
 0.73117643 0.69168958 0.81884131 0.49226859 0.73143917 0.12094845
 0.6117099  0.71768534]
0, 5, 5.935243969042441, [0.50828406 0.48973876 0.47600378 0.52639709 0.57903782 0.45495126
 0.54578057 0.23020091 0.50477538 0.45206034 0.62856331 0.16214175
 0.45007179 0.1385554 ]
0, 6, 5.90920372070673, [0.1832399  0.3634945  0.30664553 0.90131617 0.33427715 0.18214958
 0.07292453 0.54872968 0.49049793 0.60401364 0.33260081 0.58387504
 0.30050706 0.13982751]
0, 7, 5.895696399024476, [0.18369355 0.96729577 0.71756043 0.92629734 0.68883212 0.35116009
 0.78875767 0.11176971 0.71971789 0.17492709 0.26341871 0.61428709
 0.87999601 0.37586651]
0, 8, 5.853803259588504, [0.45349069 0.94047001 0.85668479 0.66849235 0.17726901 0.88579194
 0.24311449 0.25583244 0.56858828 0.21594375 0.85599506 0.39921763
 0.65752867 0.04045603]
0, 9, 5.811706132997335, [0.80246954 0.45315499 0.98346004 0.53685379 0.71866745 0.47083742
 0.58662994 0.55348776 0.00151091 0.77381592 0.49709918 0.63869288
 0.84049361 0.24013175]
0, 10, 5.756475303731312, [0.1710522  0.42883075 0.20273861 0.53407962 0.71181471 0.96330222
 0.47894028 0.58364452 0.91781921 0.52919016 0.6258807  0.84379916
 0.14250802 0.85644955]
0, 11, 5.707365733063742, [0.59465464 0.97087473 0.92517404 0.49755774 0.45367723 0.73684061
 0.83988678 0.63649913 0.51741233 0.03162138 0.91632334 0.2216888
 0.86975975 0.4175629 ]
0, 12, 5.6854092044433795, [0.02163432 0.88922837 0.16378417 0.1944012  0.81235623 0.6513612
 0.68197252 0.31669197 0.18005865 0.1663039  0.50884432 0.76483053
 0.73316254 0.8133204 ]
0, 13, 5.646701990519508, [0.70503715 0.33307062 0.42734347 0.39053482 0.10296109 0.8211147
 0.15691831 0.84958495 0.66544101 0.06468732 0.72473305 0.00386277
 0.3144784  0.59059746]
0, 14, 5.646155681189961, [0.22403183 0.35450704 0.24728934 0.67990169 0.2138226  0.28684361
 0.57617714 0.92571458 0.26190074 0.89313355 0.79625096 0.09711193
 0.52278058 0.09440045]
0, 15, 5.637782547438055, [0.55067013 0.3736269  0.33972855 0.89480607 0.49651924 0.80330882
 0.76449272 0.6323925  0.82360389 0.79902302 0.77169721 0.93884423
 0.37416126 0.86283075]
0, 16, 5.630738690633473, [0.68266106 0.08541495 0.3507045  0.35211312 0.45656654 0.7263721
 0.7439626  0.79897678 0.25707538 0.10640709 0.55246942 0.49484265
 0.84738992 0.37690662]
0, 17, 5.578347386793329, [0.40750239 0.72252281 0.32677369 0.06593236 0.92367307 0.52385017
 0.49982576 0.88068971 0.74313213 0.07577959 0.99183887 0.91546201
 0.87914401 0.70843452]
0, 18, 5.55184100007229, [0.66598796 0.14266425 0.93435707 0.91473554 0.24990249 0.22675402
 0.68584838 0.63615596 0.75704816 0.59521208 0.51129705 0.86283935
 0.19296354 0.38730622]
0, 19, 5.551019670331741, [0.01305952 0.24668314 0.45239818 0.91962329 0.78118235 0.22418027
 0.59142391 0.85630987 0.37073811 0.31480814 0.70055128 0.05701232
 0.33270742 0.26871765]
0, 20, 5.548268160628428, [0.70111824 0.20451242 0.88037244 0.60865504 0.46502916 0.37637064
 0.95943528 0.34023084 0.74285117 0.12171434 0.23872725 0.85837044
 0.63442669 0.41083606]
0, 21, 5.547368955686421, [0.6810038  0.1891544  0.48608566 0.42403665 0.33925452 0.89558987
 0.65342499 0.21468919 0.99740886 0.34732156 0.92126239 0.43522458
 0.94527433 0.99984808]
0, 22, 5.540498962243499, [0.15459101 0.99384456 0.32205026 0.3288146  0.74089223 0.24505884
 0.83977431 0.50535313 0.2601912  0.40599148 0.70897967 0.37396228
 0.01218752 0.81494699]
0, 23, 5.538008808906705, [0.59277449 0.47977218 0.86622535 0.28908984 0.17106046 0.5901268
 0.25477607 0.25439933 0.4717926  0.29963705 0.71981121 0.16291805
 0.18066319 0.40182078]
0, 24, 5.533542720697996, [0.36134311 0.48433025 0.41291226 0.6071826  0.73064694 0.05970576
 0.21476679 0.99919688 0.58103971 0.06151284 0.75611697 0.42558346
